,Title,type_area,value_area,status,floor,transaction,furnishing,facing,price,price_sqft,description
1381,1 BHK Apartment for Sale in Ghodasar Ahmedabad,Carpet Area,100 sqft,Ready to Move,3 out of 3,Resale,Unfurnished,South,â‚¹15.5 Lac ,"â‚¹15,510 per sqft ",
1382,"1 BHK Apartment for Sale in Dwarkesh Sun Residency, Vastral Ahmedabad",Carpet Area,810 sqft,Ready to Move,7 out of 7,Resale,Semi-Furnished,Dwarkesh Sun Residency,â‚¹25 Lac ,"â‚¹2,778 per sqft ",
1383,1 BHK Apartment for Sale in Kankaria Ahmedabad,Super Area,75 sqyrd,Ready to Move,Ground out of 5,Resale,Unfurnished,1 Covered,â‚¹40 Lac ,"â‚¹5,926 per sqft ",  Multistorey Apartment is located at the advantageous Ground floor in a tower of total 5 floors. The Multistorey Apartment construction is more than 5 to 10 years old. Read more
1384,2 BHK Apartment for Sale in Motera Ahmedabad,Super Area,1000 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,2,â‚¹35 Lac ,"â‚¹3,500 per sqft ",
1385,"2 BHK Apartment for Sale in Vastral, Ahmedabad Ahmedabad",Super Area,122 sqyrd,Ready to Move,2 out of 7,Resale,Unfurnished,2,â‚¹35 Lac ,"â‚¹3,188 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1386,2 BHK Apartment for Sale in Saraspur Ahmedabad,Carpet Area,545 sqft,Ready to Move,Resale,Unfurnished,North,"Garden/Park, Pool, Main Road",â‚¹25 Lac ,"â‚¹3,209 per sqft ","Experience modern living at its finest with this inviting 2 BHK flat for sale in the prestigious Indiabulls Centrum, Saraspur, Ahmedabad. Nestled in a prime location, this contemporary apartment offers a blend of luxury, convenience, and style. It's an exceptional opportunity for those seeking an upscale urban lifestyle in the heart of Ahmedabad.::::::Property Specifications::::::Located on the top floor of a 5-storey building, this 2 BHK flat offers a harmonious blend of comfortable living and a convenient location. The apartment is Vaastu compliant and faces north, which is considered highly favorable for positive energy flow and natural light.::::::With a super area of 779 sqft, this unfurnished space provides ample room for customization to suit your personal preferences. The layout features two bedrooms, one separate Indian-style toilet, and a separate bath area equipped with a geyser for your convenience. The living-cum-dining area provides a spacious and inviting atmosphere for relaxation and entertainment.::::::There's also a balcony attached to the living area, offering a view of the surrounding buildings. The kitchen is efficiently designed and comes with a utility area, making daily chores a breeze. The flooring is adorned with durable ceramic tiles, ensuring both functionality and aesthetic appeal.::::::Facilities::::::This property comes with prime facilities such as covered parking, 24 hour water supply, power backup, and lift convenience. The safety of residents is given the highest priority so security guards are appointed and CCTV cameras are installed.::::::Locality::::::This property is near Haribhai Godani Hospital and offers residents convenient access to essential amenities, including schools, hospitals, malls, and supermarkets, all within a 1-2 kilometer radius. You can also find banks and ATMs in the immediate vicinity. Commuters can relax as public transport options are easily available and a railway station is just 1 kilometer away whereas the metro station is hardly 500 meters from the property.::Read more"
1387,"1 BHK Apartment for Sale in Shakti Tulsi Residency, Chandkheda Ahmedabad",Carpet Area,702 sqft,Ready to Move,2 out of 7,Resale,Unfurnished,Shakti Tulsi Residency,â‚¹33 Lac ,"â‚¹4,701 per sqft ",
1388,"3 BHK Apartment for Sale in Murlidhar Heights, Naroda Ahmedabad",Carpet Area,713 sqft,Ready to Move,4 out of 7,Resale,Unfurnished,East,â‚¹42 Lac ,"â‚¹3,535 per sqft ",new property
1389,2 BHK Apartment for Sale in Bopal Ahmedabad,Super Area,130 sqyrd,Ready to Move,2 out of 3,Resale,Semi-Furnished,2,â‚¹50 Lac ,"â‚¹4,274 per sqft ", This Multistorey Apartment is located at 2nd floor in a building of total 3 floors. Read more
1390,"2 BHK Apartment for Sale in Gayatri Exotica, Narolgam Ahmedabad",Super Area,1200 sqft,Ready to Move,3 out of 7,Resale,Semi-Furnished,Gayatri Exotica,â‚¹32.5 Lac ,"â‚¹2,708 per sqft ",
1391,"2 BHK Apartment for Sale in Jodhpur Village, Jodhpur Ahmedabad",Super Area,110 sqyrd,Ready to Move,9 out of 11,Resale,Furnished,2,â‚¹51 Lac ,"â‚¹5,152 per sqft ",
1392,"1 BHK Apartment for Sale in Godrej Vanaangan, Jagatpur Ahmedabad",Carpet Area,32 sqm,Ready to Move,10 out of 14,Resale,Unfurnished,Godrej Vanaangan,â‚¹32 Lac ,"â‚¹8,744 per sqft ",
1393,2 BHK Apartment for Sale in Naroda Ahmedabad,Carpet Area,110 sqft,Ready to Move,5 out of 5,Resale,Unfurnished,East,â‚¹37 Lac ,"â‚¹3,289 per sqft ","spacious common area on the floor, big bathrooms , good built up with nice air ventilationRead more"
1394,2 BHK Apartment for Sale in Sanand Ahmedabad,Carpet Area,1270 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,Main Road,â‚¹40 Lac ,"â‚¹3,150 per sqft ",
1395,"2 BHK Apartment for Sale in Devraj Residency, Naroda Ahmedabad",Super Area,1215 sqft,Ready to Move,3 out of 5,Resale,Furnished,Devraj Residency,â‚¹42 Lac ,"â‚¹3,457 per sqft ",
1396,"1 BHK Apartment for Sale in Aditya Oasis, Lambha Ahmedabad",Carpet Area,80 sqft,Ready to Move,Ground out of 4,Resale,Unfurnished,East,â‚¹27 Lac ,"â‚¹3,750 per sqft ",
1397,1 BHK Apartment for Sale in Maninagar Ahmedabad,Carpet Area,720 sqft,Ready to Move,3 out of 3,Resale,Unfurnished,1,â‚¹25 Lac ,"â‚¹2,500 per sqft ",
1398,2 BHK Builder Floor for Sale in Changodar Ahmedabad,Super Area,103 sqyrd,Ready to Move,3 out of 4,Resale,Unfurnished,2,â‚¹24 Lac ,"â‚¹2,589 per sqft ",
1399,2 BHK Builder Floor for Sale in Maninagar Ahmedabad,Super Area,150 sqyrd,Ready to Move,1 out of 4,Resale,Semi-Furnished,2,â‚¹50 Lac ,"â‚¹3,704 per sqft ",
1400,"2 BHK Apartment for Sale in Parishkaar 2, Maninagar Ahmedabad",Carpet Area,891 sqft,Ready to Move,3 out of 13,Resale,Unfurnished,East,â‚¹39 Lac ,,"Welcome to this wellMaintained property featuring 2 bedrooms, 2 washrooms, and a decent drawing room. Enjoy the convenience of one covered car parking and open parking for twoWheelers. With two lifts serving four flats on each floor, accessibility is effortless.Security is ensured with gated premises and 247 cctv surveillance. Youll never face utility disruptions, thanks to continuous water and electricity supply.Experience a range of amenities including a gym, park, and kids playing area within the society. Join in the festivities as the community celebrates various festivals tgthr.Read more"
1401,"2 BHK Apartment for Sale in Ashraya 9, New Ranip Ahmedabad",Carpet Area,748 sqft,Ready to Move,6 out of 7,Resale,Unfurnished,East,â‚¹42 Lac ,"â‚¹4,242 per sqft ","This property has provision for 2 bathrooms, Garden facing balconies of both bedrooms and having spacious area for Main living hall balconies. Having 24X7 water, Electricity and Adani Gas connectivity to home. It enjoys a strategic location with many famous location and food courts, Famous Temple just opposite to it, reputed and multispecialty hospitals nearby like Lifeline Multispecialty Hospital  Gota, Chandlodia, Ahmedabad, Suvedna Hospital, and Vishwas Health Care. The citys best schools like Global Indian International School, Theatre  Media Centre, and Tree House are also near to this.Read more"
1402,1 BHK Apartment for Sale in Kalupur Ahmedabad,Super Area,630 sqft,Ready to Move,1 out of 3,Resale,Unfurnished,1,â‚¹20 Lac ,"â‚¹3,175 per sqft ",Multistorey Apartment is located at the advantageous 1st floor in a tower of total 4 floors. The Multistorey Apartment construction is above 20 years.Read more
1403,2 BHK Apartment for Sale in Gota Ahmedabad,Super Area,127 sqyrd,Ready to Move,2 out of 7,Resale,Unfurnished,North,â‚¹52 Lac ,"â‚¹4,549 per sqft ",garden facing..corner side..with safety grills...
1404,2 BHK Apartment for Sale in Naroda Ahmedabad,Super Area,130 sqyrd,Ready to Move,11 out of 15,Resale,Unfurnished,2,â‚¹40 Lac ,"â‚¹3,419 per sqft ",
1405,2 BHK Apartment for Sale in Chandkheda Ahmedabad,Carpet Area,793 sqft,Ready to Move,Resale,Unfurnished,"Garden/Park, Pool, Main Road",2,â‚¹49 Lac ,"â‚¹4,321 per sqft ",
1406,1 BHK Builder Floor for Sale in Juhapura Ahmedabad,Super Area,400 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,2,â‚¹12.5 Lac ,"â‚¹3,125 per sqft ",
1407,"3 BHK Apartment for Sale in Om Shanti Gold Plus, Narolgam Ahmedabad",Carpet Area,535 sqft,Ready to Move,3 out of 7,Resale,Furnished,East,â‚¹28 Lac ,"â‚¹2,800 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more detail.Read more
1408, Studio Apartment for Sale in Narolgam Ahmedabad,Super Area,34 sqyrd,Ready to Move,1 out of 6,Resale,Unfurnished,1,â‚¹6 Lac ,"â‚¹1,944 per sqft ",
1409,2 BHK Apartment for Sale in Uttamnagar Maninagar Ahmedabad,Super Area,110 sqyrd,Ready to Move,Resale,,,,â‚¹55 Lac ,"â‚¹5,556 per sqft ",
1410,2 BHK Apartment for Sale in New Ranip Ahmedabad,Carpet Area,848 sqft,Ready to Move,3 out of 5,New Property,Semi-Furnished,North,â‚¹38 Lac ,"â‚¹2,912 per sqft ","  Multistorey Apartment has unblocked view on front, facing Main Road. Situated at 3rd floor, this property is North facing. The type of ownership is Freehold. Store Room is additionally available. The Multistorey Apartment construction is more than 5 to 10 years old. Read more"
1411,"2 BHK Apartment for Sale in Vejalpur, Jivraj park Ahmedabad",Carpet Area,1050 sqft,Ready to Move,Lower Basement out of 4,Resale,Semi-Furnished,2,â‚¹42 Lac ,,
1412,2 BHK Apartment for Sale in Naroda Ahmedabad,Super Area,125 sqyrd,Ready to Move,3 out of 5,Resale,Furnished,1 Covered,â‚¹30 Lac ,"â‚¹2,667 per sqft ",
1413,2 BHK Apartment for Sale in Nava Naroda Ahmedabad,Super Area,108 sqyrd,Ready to Move,5 out of 6,Resale,Furnished,2,â‚¹35 Lac ,"â‚¹3,601 per sqft ",
1414,1 BHK Apartment for Sale in Naroda Ahmedabad,Super Area,200 sqft,Ready to Move,4 out of 7,Resale,Furnished,1,â‚¹25 Lac ,"â‚¹12,500 per sqft ",
1415,"1 BHK Apartment for Sale in Divyajivan Smart Homes, Nikol Ahmedabad",Super Area,630 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,Divyajivan Smart Homes,â‚¹23 Lac ,"â‚¹3,651 per sqft ",
1416,"2 BHK Apartment for Sale in Gold Coast Residency, Vastral Ahmedabad",Super Area,1248 sqft,Ready to Move,4 out of 5,Resale,Furnished,Gold Coast Residency,â‚¹36 Lac ,"â‚¹2,885 per sqft ",
1417,"2 BHK Apartment for Sale in Sakar Residency, Vastral Ahmedabad",Carpet Area,115 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,Sakar Residency,â‚¹2.5 Lac ,"â‚¹2,174 per sqft ",
1418,2 BHK Apartment for Sale in Ahmedabad,Carpet Area,100 sqft,Ready to Move,3 out of 3,Resale,Unfurnished,North,â‚¹6.5 Lac ,,Serene location in low budget.. prime property... full ventilationRead more
1419,"2 BHK Apartment for Sale in Shilp Ananta, Shela Ahmedabad",Super Area,1085 sqft,Poss. by Nov '24,8 out of 14,Resale,Unfurnished,"Garden/Park, Main Road",â‚¹48 Lac ,"â‚¹4,424 per sqft ",garden facing all rooms
1420,1 BHK Apartment for Sale in Narolgam Ahmedabad,Super Area,500 sqft,Ready to Move,4 out of 5,Resale,Unfurnished,1,â‚¹9 Lac ,"â‚¹1,800 per sqft ",
1421,2 BHK Apartment for Sale in Vastral Ahmedabad,Carpet Area,787 sqft,Ready to Move,New Property,Furnished,North - West,"Garden/Park, Pool, Main Road",â‚¹49.5 Lac ,"â‚¹4,400 per sqft ","Discover the perfect blend of comfort and convenience with our exquisite 2 BHK flat for sale in Vastral, Ahmedabad. This thoughtfully designed residence offers a spacious living experience with modern amenities. Located in a prime area, it ensures easy access to essential facilities and excellent connectivity. Dont miss this opportunity to own your dream home in one of Ahmedabads thriving neighborhoods.Property Specifications Spanning a generous carpet area of 934 sqft, this fully furnished property is situated on the 3rd floor of a meticulously crafted 5-story building. The property is vaastu compliant, ensuring a harmonious living environment, and it faces the North-West direction.The spacious living cum dining area welcomes you with a sense of warmth, providing the perfect setting for family gatherings and entertaining guests. The modular kitchen, equipped with modern amenities and a convenient piped gas connection, adds a touch of luxury to daily culinary experiences.Featuring two well-appointed bedrooms, this flat ensures a peaceful retreat for its residents. The master bedroom boasts an attached bathroom, while a common bathroom caters to the needs of guests. Both bathrooms are elegantly designed in a Western style and come equipped with geysers for your convenience.Step outside onto the attached balconies, offering enchanting views of the surrounding garden or the bustling road. These outdoor spaces provide a perfect spot to unwind, sip your morning coffee, or simply bask in the serenity of your home.  With vitrified tile flooring throughout, the flat exudes a contemporary charm. FacilitiesThe property comes with open parking, ensuring a secure space for your vehicle. Enjoy the convenience of 24-hour water supply, 100 power backup, and the added layer of security provided by a dedicated guard and CCTV installations. A well-maintained lift ensures easy access to your residence.LocalityStrategically located near Nirant Chokdi, Vastral, this flat provides easy access to essential amenities. Within a 1 km radius, discover reputed schools, healthcare facilities, shopping malls, supermarkets, and reliable public transport options, including buses and autos.Benefit from proximity to banks and ATMs for financial transactions. The railway station is conveniently located just 10 km away, while the metro station is within 1 km, ensuring excellent connectivity.Read more"
1422,1 BHK Builder Floor for Sale in Naroda Ahmedabad,Super Area,400 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,1,â‚¹35 Lac ,"â‚¹8,750 per sqft ",
1423,2 BHK Builder Floor for Sale in Bapunagar Ahmedabad,Super Area,110 sqyrd,Ready to Move,2 out of 4,Resale,Semi-Furnished,1 Covered,â‚¹32 Lac ,"â‚¹3,232 per sqft ", This spacious Builder Floor Apartment is located at 2nd floor in a tower of total 4 floors. The age of construction for this Builder Floor Apartment is between 15 to 20 years. Read more
1424,"1 BHK Apartment for Sale in Dharmadev Swaminarayan Business Park , Shyamal Cross Road Ahmedabad",Carpet Area,648 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,Dharmadev Swaminarayan Business Park,â‚¹32 Lac ,"â‚¹4,938 per sqft ",
1425,"2 BHK Apartment for Sale in Maninagar East, Maninagar Ahmedabad",Carpet Area,1305 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,North - East,â‚¹37 Lac ,"â‚¹5,763 per sqft ","Well maintained Society with nearby facilities of Good School, Hospitals  TemplesRead more"
1426,2 BHK Builder Floor for Sale in Meghaninagar Ahmedabad,Super Area,100 sqyrd,Ready to Move,Ground out of 2,Resale,Furnished,1 Open,â‚¹25 Lac ,"â‚¹2,778 per sqft ", It's a Ground floor Builder Floor Apartment in a building of total 2 floors. This spacious Builder Floor Apartment has age of construction above 20 years. Read more
1427,"2 BHK Apartment for Sale in KB Royal Homes, Chandkheda Ahmedabad",Carpet Area,990 sqft,Ready to Move,5 out of 5,Resale,Furnished,East,â‚¹40 Lac ,,
1428,"2 BHK Apartment for Sale in South Bopal, Bopal Ahmedabad",Super Area,1280 sqft,Ready to Move,3 out of 13,Resale,Semi-Furnished,West,â‚¹53 Lac ,"â‚¹4,141 per sqft ",
1429,"2 BHK Apartment for Sale in Gopinath Pride, New Naroda Ahmedabad",Carpet Area,83 sqyrd,Ready to Move,5 out of 7,Resale,Furnished,East,â‚¹40 Lac ,"â‚¹3,221 per sqft ",Gopinath Pride 2 bhk fully furnished flat for sale
1430,"1 BHK Builder Floor for Sale in Prakash Nagar, Ghodasar Ahmedabad",Super Area,72 sqyrd,Ready to Move,2 out of 5,Resale,Furnished,2,â‚¹27 Lac ,"â‚¹4,167 per sqft ", It's a 2nd floor Builder Floor Apartment in a building of total 5 floors. This spacious Builder Floor Apartment was constructed approx. 10 to 15 years years back. Read more
1431,2 BHK Apartment for Sale in Narolgam Ahmedabad,Carpet Area,800 sqft,Ready to Move,Resale,Unfurnished,"Garden/Park, Pool, Main Road",2,â‚¹34 Lac ,"â‚¹2,975 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1432,"3 BHK Apartment for Sale in Fatehwadi, Juhapura Ahmedabad",Carpet Area,500 sqft,Ready to Move,3 out of 3,Resale,Semi-Furnished,3,â‚¹26 Lac ,"â‚¹3,059 per sqft ",
1433,2 BHK Apartment for Sale in Vastral Ahmedabad,Super Area,118 sqyrd,Ready to Move,1 out of 4,Resale,Unfurnished,2,â‚¹29 Lac ,"â‚¹2,731 per sqft ",
1434,1 BHK Builder Floor for Sale in Vatva Ahmedabad,Super Area,850 sqft,Ready to Move,Ground out of 6,Resale,Semi-Furnished,1,â‚¹39 Lac ,"â‚¹4,588 per sqft ",
1435,1 BHK Apartment for Sale in Chandkheda Ahmedabad,Carpet Area,400 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,1,â‚¹20 Lac ,"â‚¹4,000 per sqft ",
1436,2 BHK Apartment for Sale in Bapashree park Ahmedabad,Super Area,1162 sqft,Ready to Move,5 out of 5,Resale,Furnished,2,â‚¹46 Lac ,"â‚¹3,959 per sqft ",
1437,1 BHK Apartment for Sale in New Mani Nagar Narolgam Ahmedabad,Carpet Area,130 sqft,Ready to Move,4 out of 8,New Property,Semi-Furnished,South - East,â‚¹12 Lac ,"â‚¹12,000 per sqft ",international school hospital market in 100 meter and near to national highway no 8Read more
1438,"2 BHK Apartment for Sale in Vibrant Homes, New Naroda Ahmedabad",Carpet Area,131 sqyrd,Ready to Move,1 out of 5,Resale,Semi-Furnished,West,â‚¹39.7 Lac ,"â‚¹3,869 per sqft ",only eight years old after that its just like new. 131sqryrd area with less price . its 1st floor located so for children and aged pei its perfect and comfortable. good peoples are in society and well management of society. its near 200 ft Ring road. D Mart and Naroda business hub are walking distance. good community in society. its good offer in let price because today newly constructed property are available in this price but constructed area is very less nd  conducted.Read more
1439,"2 BHK Apartment for Sale in Savvy Strata, Sarkhej Gandhinagar Highway Ahmedabad",Super Area,970 sqft,Ready to Move,11 out of 13,Resale,Furnished,Savvy Strata,â‚¹45 Lac ,"â‚¹4,639 per sqft ",
1440,"2 BHK Apartment for Sale in Suryoday Complex, Ghatlodiya Ahmedabad",Carpet Area,135 sqyrd,Ready to Move,4 out of 5,Resale,Unfurnished,West,â‚¹45 Lac ,,Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1441,"2 BHK Apartment for Sale in Sun Footprints, Shela Ahmedabad",Carpet Area,1220 sqft,Poss. by Oct '25,12 out of 13,New Property,Unfurnished,"Garden/Park, Pool",â‚¹47.5 Lac ,"â‚¹6,507 per sqft ",
1442,2 BHK Apartment for Sale in Sardar Patel Ring Road Ahmedabad,Super Area,1140 sqft,Ready to Move,5 out of 16,Resale,Semi-Furnished,2,â‚¹53 Lac ,"â‚¹4,649 per sqft ",
1443,"3 BHK Apartment for Sale in Murlidhar Heights, Naroda Ahmedabad",Super Area,1536 sqft,Ready to Move,11 out of 14,Resale,Furnished,Murlidhar Heights,â‚¹50 Lac ,"â‚¹3,255 per sqft ",
1444,"2 BHK Apartment for Sale in Bhagwat Greens, Narolgam Ahmedabad",Super Area,129 sqyrd,Ready to Move,5 out of 5,Resale,Unfurnished,Bhagwat Greens,â‚¹35 Lac ,"â‚¹3,015 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1445,"2 BHK Apartment for Sale in Harsh Apartment, Maninagar Ahmedabad",Super Area,765 sqft,Ready to Move,Resale,Harsh Apartment,,,â‚¹30 Lac ,"â‚¹3,922 per sqft ",
1446,3 BHK Builder Floor for Sale in Nikol Ahmedabad,Super Area,1935 sqft,Ready to Move,2 out of 5,Resale,Unfurnished,3,â‚¹50 Lac ,"â‚¹2,584 per sqft ", This Builder Floor Apartment is located at 2nd floor in a building of total 5 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. Read more
1447,2 BHK Apartment for Sale in Chandkheda Ahmedabad,Super Area,106 sqyrd,Ready to Move,2 out of 5,Resale,Semi-Furnished,2,â‚¹40 Lac ,"â‚¹4,193 per sqft ",
1448,3 BHK Apartment for Sale in Ghatlodiya Ahmedabad,Super Area,125 sqyrd,Ready to Move,1 out of 4,Resale,Semi-Furnished,2,â‚¹45 Lac ,"â‚¹4,000 per sqft ", This Multistorey Apartment is located at 1st floor in a building of total 4 floors. The Multistorey Apartment construction is above 20 years. Read more
1449,1 BHK Apartment for Sale in Isanpur Ahmedabad,Carpet Area,66 sqyrd,Ready to Move,7 out of 7,Resale,Unfurnished,1,â‚¹22 Lac ,"â‚¹3,134 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1450,1 BHK Builder Floor for Sale in Kalupur Ahmedabad,Super Area,45 sqyrd,Ready to Move,4 out of 5,Resale,Furnished,1,â‚¹15 Lac ,"â‚¹3,704 per sqft ",
1451,"2 BHK Apartment for Sale in Shayona Pushp, Ghatlodiya Ahmedabad",Carpet Area,1080 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,Shayona Pushp,â‚¹54 Lac ,"â‚¹3,000 per sqft ",
1452,"1 BHK Apartment for Sale in Rashmi Vihar, Narolgam Ahmedabad",Super Area,76 sqyrd,Ready to Move,7 out of 8,Resale,Furnished,Rashmi Vihar,â‚¹16 Lac ,"â‚¹2,339 per sqft ",
1453,2 BHK Apartment for Sale in shreenath hill Ahmedabad,Carpet Area,1280 sqft,Ready to Move,5 out of 5,Resale,Semi-Furnished,2,â‚¹35 Lac ,,
1454,2 BHK Apartment for Sale in Chandkheda Ahmedabad,Carpet Area,762 sqft,Ready to Move,New Property,Furnished,"Garden/Park, Pool, Main Road",Co-operative Society,â‚¹40 Lac ,"â‚¹3,673 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1455,2 BHK Builder Floor for Sale in Maninagar Ahmedabad,Super Area,120 sqyrd,Ready to Move,1 out of 2,Resale,Furnished,1 Covered,â‚¹46 Lac ,"â‚¹4,259 per sqft ", It's a 1st floor Builder Floor Apartment in a building of total 2 floors. The Builder Floor Apartment construction is above 20 years. Read more
1456,"2 BHK Apartment for Sale in Shilp Ananta, Shela Ahmedabad",Super Area,1085 sqft,Ready to Move,13 out of 14,Resale,Unfurnished,North - West,â‚¹50 Lac ,"â‚¹4,608 per sqft ",
1457,"2 BHK Apartment for Sale in Avalon Skyline, Narolgam Ahmedabad",Super Area,504 sqft,Ready to Move,1 out of 7,Resale,Semi-Furnished,Avalon Skyline,â‚¹30 Lac ,"â‚¹5,952 per sqft ","Multistorey apartment is available for sale. It covered area of 504 sq-ft, it is a good location property. Please contact for more details.Read more"
1458,"2 BHK Apartment for Sale in Shalin Heights 1, Narolgam Ahmedabad",Super Area,104 sqyrd,Ready to Move,5 out of 5,Resale,Unfurnished,Shalin Heights 1,â‚¹21 Lac ,"â‚¹2,244 per sqft ", This spacious Multistorey Apartment is located at 5th floor in a tower of total 5 floors. It is a relatively new property with construction age less than 5 yrs. Read more
1459,2 BHK Penthouse for Sale in Paras Nagar Isanpur Ahmedabad,Super Area,1044 sqft,Ready to Move,5 out of 5,Resale,Furnished,West,â‚¹49 Lac ,"â‚¹4,693 per sqft ", This Freehold Penthouse at 5th faces West direction. The age of construction for this Penthouse is between 5 to 10 years. Flooring of type Normal Tiles/Kotah Stone covers maximum part of the house. Read more
1460,2 BHK Builder Floor for Sale in Motera Ahmedabad,Super Area,1134 sqft,Ready to Move,3 out of 4,Resale,Semi-Furnished,1 Open,â‚¹32 Lac ,"â‚¹2,822 per sqft ", It's a 3rd floor Builder Floor Apartment in a building of total 4 floors. This spacious Builder Floor Apartment was constructed approx. 5 to 10 years years back. Read more
1461,"2 BHK Builder Floor for Sale in D Cabin, Chandkheda Ahmedabad",Super Area,1350 sqft,Ready to Move,3 out of 5,Resale,Unfurnished,Freehold,â‚¹38.5 Lac ,"â‚¹2,852 per sqft ","each and every families of soc is decent and every festivals enjoy all are like one family,::::cooperative all membersRead more"
1462,"2 BHK Apartment for Sale in Narayan Residency, Nikol Ahmedabad",Super Area,1233 sqft,Ready to Move,2 out of 5,Resale,Furnished,Narayan Residency,â‚¹50 Lac ,"â‚¹4,055 per sqft ",
1463,"3 BHK Apartment for Sale in Saujanya, Khokhra Ahmedabad",Carpet Area,1056 sqft,Ready to Move,5 out of 14,Resale,Unfurnished,Garden/Park,â‚¹45 Lac ,"â‚¹4,261 per sqft ",
1464,2 BHK Apartment for Sale in Vastral Ahmedabad,Super Area,123 sqyrd,Ready to Move,Resale,,,,â‚¹45 Lac ,"â‚¹4,065 per sqft ",
1465,2 BHK Apartment for Sale in Rajarhat Ahmedabad,Super Area,127 sqyrd,Ready to Move,4 out of 7,Resale,Semi-Furnished,2,â‚¹50 Lac ,"â‚¹4,374 per sqft ",
1466,"2 BHK Apartment for Sale in Parth Indraprasth Tower, Gurukul Ahmedabad",Carpet Area,800 sqft,Ready to Move,8 out of 10,Resale,Semi-Furnished,Parth Indraprasth Tower,â‚¹48 Lac ,"â‚¹4,638 per sqft ", This spacious Multistorey Apartment is located at 8th floor in a tower of total 10 floors. This spacious Multistorey Apartment was constructed approx. 15 to 20 years years back. Read more
1467,2 BHK Builder Floor for Sale in Ognaj Gota Road Ahmedabad,Super Area,108 sqyrd,Ready to Move,2 out of 6,Resale,Unfurnished,2,â‚¹48 Lac ,"â‚¹4,938 per sqft ",
1468,"2 BHK Apartment for Sale in Merlin Sparsh, Narolgam Ahmedabad",Carpet Area,900 sqft,Ready to Move,1 out of 5,Resale,Unfurnished,East,â‚¹26 Lac ,"â‚¹2,311 per sqft ","Prime located Flat, 1st floor, All room garden facing, nearest of bank, bsu station, schools, N.H. no. 8, Government garden, vegetables market, etc.Read more"
1469,"1 BHK Apartment for Sale in Aarambh, Changodar Ahmedabad",Super Area,800 sqft,Ready to Move,6 out of 10,Resale,Furnished,Aarambh,â‚¹38 Lac ,"â‚¹4,750 per sqft ",
1470,"2 BHK Apartment for Sale in Dev Aashish 2, Naroda Ahmedabad",Carpet Area,1305 sqft,Ready to Move,5 out of 11,Resale,Unfurnished,Dev Aashish 2,â‚¹50 Lac ,,
1471,1 BHK Apartment for Sale in Jay bhimnath society Ahmedabad,Super Area,730 sqft,Ready to Move,2 out of 4,Resale,Furnished,1,â‚¹28 Lac ,"â‚¹3,836 per sqft ",Multistorey apartment is available for sale. It is a good location property. Please contact for more details.Read more
1472,"2 BHK Apartment for Sale in Shree Prime Hill, Hanspura, Naroda Ahmedabad",Carpet Area,145 sqyrd,Ready to Move,7 out of 7,Resale,Furnished,Shree Prime Hill,â‚¹53 Lac ,"â‚¹4,061 per sqft ",
1473,1 BHK Apartment for Sale in the shubhgriha society Ahmedabad,Carpet Area,292 sqft,Ready to Move,3 out of 4,Resale,Unfurnished,"Garden/Park, Main Road",â‚¹17 Lac ,"â‚¹4,077 per sqft ","clean air, eminities such as Lift,vollyball court,basket ball court, play ground, community hall, 24 hours water supplyRead more"
1474,1 BHK Apartment for Sale in Sardar patel Nagar Chamunda Nagar Ahmedabad,Carpet Area,38 sqyrd,Ready to Move,6 out of 7,Resale,Semi-Furnished,1,â‚¹23.5 Lac ,"â‚¹6,871 per sqft ",
1475,"2 BHK Builder Floor for Sale in Prakash Nagar, Ghodasar Ahmedabad",Super Area,90 sqyrd,Ready to Move,2 out of 2,Resale,Unfurnished,1,â‚¹28 Lac ,"â‚¹3,457 per sqft ", This spacious Builder Floor Apartment is located at 2nd floor in a tower of total 2 floors. The Builder Floor Apartment construction is above 20 years. Read more
1476,1 BHK Apartment for Sale in Makarba Ahmedabad,Super Area,51 sqyrd,Ready to Move,Ground out of 3,Resale,Unfurnished,1,â‚¹23 Lac ,"â‚¹5,011 per sqft ","Multistorey apartment is available for sale. It covered area of 51 sq-yrd, it is a good location property. Please contact for more details.Read more"
